Source,Target,Export,Import,Diplomatic,War,Border,International Cases,Treaties,Exchange Rate,Religion_conflicts,,
dominican-republic,Guinea-Bissau,0,3200,0,0,0,0,0,0.105315467,1,,
dominican-republic,Guyana,15660000,6130000,0,0,0,0,0,0.279141084,1,,
dominican-republic,Haiti,852530000,42180000,1,1,0,0,0,58.24822685,1,,
dominican-republic,Honduras,29570000,82340000,1,1,0,0,0,2.37866555,1,,
dominican-republic,Hungary,60340,12910000,0,1,0,0,0,0.192251039,0,,
dominican-republic,Iceland,4990,310830,0,1,0,0,0,0.428076974,1,,
dominican-republic,India,578300000,208990000,1,1,0,0,0,0.781983155,1,,
dominican-republic,Indonesia,10040000,55340000,0,0,0,0,0,0.004144897,2,,
dominican-republic,Iran,3180,66760,0,0,0,0,0,0.001383404,1,,
dominican-republic,Iraq,5420,67480,0,1,0,0,0,0.048918577,1,,
dominican-republic,Ireland,2800000,16210000,0,0,0,0,0,69.04273,0,,
dominican-republic,Israel,2810000,28550000,1,0,0,0,0,17.29230147,2,,
dominican-republic,Italy,63650000,260320000,1,1,0,0,0,69.04273,0,,
dominican-republic,Jamaica,61220000,1010000,1,0,0,0,0,0.398640392,1,,
dominican-republic,Japan,16790000,375830000,1,1,0,0,0,0.557324895,0,,
dominican-republic,Jordan,6390,912200,0,0,0,0,0,82.15841763,2,,
dominican-republic,Kazakhstan,4760,1000000,0,1,0,0,0,0.135926323,1,,
dominican-republic,Kenya,212,64810,0,0,0,0,0,0.533165416,2,,
dominican-republic,Kiribati,128,557,0,0,0,0,0,42.61441834,1,,
dominican-republic,Kosovo,0,0,0,0,0,0,0,69.04273,1,,
dominican-republic,Kuwait,27710,103,0,0,0,0,0,190.4133273,1,,
dominican-republic,Kyrgyzstan,5220,2620,0,0,0,0,0,0.686879055,1,,
dominican-republic,Laos,856,11880,0,0,0,0,0,0.006299598,0,,
dominican-republic,Latvia,209540,952630,0,1,0,0,0,69.04273,1,,
dominican-republic,Lebanon,228650,135410,0,0,0,0,0,0.038617791,1,,
dominican-republic,Lesotho,12560,773,0,0,0,0,0,3.796554829,1,,
dominican-republic,Liberia,50710,3900,0,0,0,0,0,0.37100742,2,,
dominican-republic,Libya,750,1200,0,0,0,0,0,42.83385229,1,,
dominican-republic,Liechtenstein,0,0,0,0,0,0,0,63.82178858,0,,
dominican-republic,Lithuania,66270,7720000,0,1,0,0,0,69.04273,0,,
dominican-republic,Luxembourg,334,3800000,0,1,0,0,0,69.04273,0,,
dominican-republic,Madagascar,14120,157150,0,0,0,0,0,0.014754895,2,,
dominican-republic,Malawi,37980,3930000,0,0,0,0,0,0.077014186,2,,
dominican-republic,Malaysia,4370000,43400000,0,0,0,0,0,14.19130246,1,,
dominican-republic,Maldives,527,2750,0,0,0,0,0,3.794573623,1,,
dominican-republic,Mali,42650,63060,0,0,0,0,0,0.105315467,1,,
dominican-republic,Malta,389520,4570000,0,0,0,0,0,69.04273,0,,
dominican-republic,Marshall-Islands,13690,161,0,0,0,0,0,58.24822685,1,,
dominican-republic,Mauritania,100,47120,0,0,0,0,0,0.163160113,1,,
dominican-republic,Mauritius,10000,110590,0,0,0,0,0,1.454395283,1,,
dominican-republic,Mexico,24480000,899620000,1,1,0,0,0,2.870121376,0,,
dominican-republic,Micronesia,0,0,0,0,0,0,0,58.24822685,1,,
dominican-republic,Moldova,7500,18830,0,1,0,0,0,3.415060723,0,,
dominican-republic,Monaco,0,0,0,0,0,0,0,69.04273,0,,
dominican-republic,Mongolia,4890,71380,0,1,0,0,0,0.020558057,0,,
dominican-republic,Montenegro,11660,293,0,0,0,0,0,69.04273,1,,
dominican-republic,Morocco,46500,7730000,1,0,0,0,0,6.382932322,1,,
dominican-republic,Mozambique,698,38660,0,0,0,0,0,0.792223396,1,,
dominican-republic,Myanmar,386,297490,0,0,0,0,0,0.045061654,1,,
dominican-republic,Namibia,300,19650,0,0,0,0,0,3.796554829,1,,
dominican-republic,Nauru,13160,18340,0,0,0,0,0,42.61441834,1,,
dominican-republic,Nepal,140,11720,0,0,0,0,0,0.490353768,1,,
dominican-republic,Netherlands,176990000,276770000,1,1,0,0,0,69.04273,1,,
dominican-republic,New-Zealand,4180000,14990000,0,1,0,0,0,40.17202185,0,,
dominican-republic,Nicaragua,19430000,18840000,1,1,0,0,0,1.675853927,1,,
dominican-republic,Niger,419250,2040,0,0,0,0,0,0.105315467,1,,
dominican-republic,Nigeria,115220,160560000,0,0,0,0,0,0.151392333,2,,
dominican-republic,North-Korea,0,21760000,0,0,0,0,0,0.064716151,0,,
dominican-republic,macedonia,2670,9580,0,1,0,0,0,1.121185358,2,,
dominican-republic,Norway,2620000,45070000,0,1,0,0,0,6.415994635,2,,
dominican-republic,Oman,15200,313020,0,0,0,0,0,151.2937028,1,,
dominican-republic,Pakistan,460910,14500000,0,0,0,0,0,0.369619585,1,,
dominican-republic,Palau,0,3180,0,0,0,0,0,58.24822685,0,,
dominican-republic,Palestine,53590,13290,0,0,0,0,0,17.29230147,1,,
dominican-republic,Panama,51620000,56130000,1,0,0,0,0,58.24822685,0,,
dominican-republic,Papua-New-Guinea,2460,1140,0,0,0,0,0,16.42255338,0,,
dominican-republic,Paraguay,1850000,2860000,1,1,0,0,0,0.008298886,0,,
dominican-republic,Peru,10440000,86470000,1,0,0,0,0,16.0282689,0,,
dominican-republic,Philippines,7080000,11480000,0,1,0,0,0,1.206841837,1,,
dominican-republic,Poland,13940000,15190000,0,1,0,0,0,15.38821386,0,,
dominican-republic,Portugal,2130000,25110000,1,1,0,0,0,69.04273,0,,
dominican-republic,Qatar,3000,217200,1,0,0,0,0,16.086332,1,,
dominican-republic,Romania,161050,2990000,0,1,0,0,0,14.17715777,0,,
dominican-republic,Russia,5500000,61500000,1,0,0,0,0,0.763312778,1,,
dominican-republic,Rwanda,0,39,0,0,0,0,0,0.059123112,1,,
dominican-republic,st-kitts-nevis,1460000,61160,1,0,0,0,0,21.55306749,1,,
dominican-republic,Saint-Lucia,5230000,5330000,1,0,0,0,0,21.55306749,0,,
dominican-republic,st-vincent-grenadines,2440000,5170,1,0,0,0,0,21.55306749,1,,
dominican-republic,Samoa,24990,45820,0,0,0,0,0,22.65266155,1,,
dominican-republic,San-Marino,0,574,0,0,0,0,0,69.04273,0,,
dominican-republic,sao-tome-principe,988770,47440,0,0,0,0,0,0.002769518,0,,
dominican-republic,Saudi-Arabia,378540,9520000,0,0,0,0,0,15.53046451,1,,
dominican-republic,Senegal,50230,67610,0,0,0,0,0,0.105315467,1,,
dominican-republic,Serbia,75790,470920,0,0,0,0,0,0.587474293,1,,
dominican-republic,Seychelles,0,256,0,0,0,0,0,2.834464111,0,,
dominican-republic,Sierra-Leone,2020,92780,0,0,0,0,0,0.005830655,2,,
dominican-republic,Singapore,15550000,19860000,0,1,0,0,0,43.31592776,1,,
dominican-republic,Slovakia,16190,970500,0,1,0,0,0,69.04273,0,,
dominican-republic,Slovenia,560150,4950000,0,0,0,0,0,69.04273,1,,
dominican-republic,Solomon-Islands,2020,223370,0,0,0,0,0,7.189960321,1,,
dominican-republic,Somalia,3220,200,0,0,0,0,0,0.099911189,1,,
dominican-republic,South-Africa,17400000,17600000,1,1,0,0,0,3.796554829,1,,
dominican-republic,South-Korea,37320000,301030000,1,1,0,0,0,0.052649975,0,,
dominican-republic,South-Sudan,0,0,0,0,0,0,0,1.052838043,1,,
dominican-republic,Spain,86640000,639890000,1,1,0,0,0,69.04273,1,,
dominican-republic,Sri-Lanka,7770000,3660000,0,0,0,0,0,0.315491317,0,,
dominican-republic,Sudan,500,69630,0,0,0,0,0,1.052838043,1,,
dominican-republic,Suriname,6930000,237170,0,0,0,0,0,4.115321115,1,,
dominican-republic,Sweden,34330000,57990000,1,0,0,0,0,6.753427762,2,,
dominican-republic,Switzerland,244590000,61490000,1,0,0,0,0,63.82178858,1,,
dominican-republic,Syria,65020,350820,0,0,0,0,0,0.113562116,1,,
dominican-republic,Taiwan,0,0,1,0,0,0,0,2.041971019,0,,
dominican-republic,Tajikistan,0,19,0,0,0,0,0,5.156669082,1,,
dominican-republic,Tanzania,40480,820490,0,0,0,0,0,0.025117826,1,,
dominican-republic,Thailand,5420000,80720000,0,1,0,0,0,1.928654074,1,,
dominican-republic,East-Timor,0,13220,0,0,0,0,0,58.24822685,0,,
dominican-republic,Togo,4080,23740000,0,0,0,0,0,0.105315467,1,,
dominican-republic,Tonga,0,3650,0,1,0,0,0,25.31407794,1,,
dominican-republic,Trinidad-Tobago,28170000,455010000,1,0,0,0,0,8.589490706,2,,
dominican-republic,Tunisia,500280,3070000,0,0,0,0,0,21.16196477,1,,
dominican-republic,Turkey,1660000,95490000,1,0,0,0,0,7.56810311,1,,
dominican-republic,Turkmenistan,35260,96860,0,0,0,0,0,21.16196477,1,,
dominican-republic,Tuvalu,0,1050,0,0,0,0,0,42.61441834,1,,
dominican-republic,Uganda,52140,15720,0,0,0,0,0,0.015804945,1,,
dominican-republic,Ukraine,190970,4110000,0,1,0,0,0,2.077872913,0,,
dominican-republic,United-Arab-Emirates,9420000,8890000,1,0,0,0,0,15.85760917,1,,
dominican-republic,United-Kingdom,102350000,156800000,1,1,0,0,0,76.96136144,1,,
dominican-republic,United-States,4720000000,8680000000,1,0,0,0,0,58.24822685,2,,
dominican-republic,Uruguay,1520000,56240000,1,0,0,0,0,1.362722111,1,,
dominican-republic,Uzbekistan,8000,289930,0,0,0,0,0,0.005636514,1,,
dominican-republic,Vanuatu,2790,5900,0,0,0,0,0,0.520136373,1,,
dominican-republic,vatican-city-state,0,2550,0,0,0,0,0,69.04273,0,,
dominican-republic,Venezuela,36380000,36240000,1,0,0,0,0,5.832113078,0,,
dominican-republic,Vietnam,31110000,71970000,0,0,0,0,0,0.002514602,0,,
dominican-republic,Yemen,1340,2390,0,0,0,0,0,0.232667709,1,,
dominican-republic,Zambia,25890,9800,0,0,0,0,0,2.794257041,1,,
dominican-republic,Zimbabwe,4520,28520,0,0,0,0,0,0.180895202,1,,
East-Timor,Afghanistan,103040,0,1,NA,0,0,0,0.013029115,1,,
East-Timor,Albania,0,15470,0,NA,0,0,0,0.009586165,1,,
East-Timor,Algeria,0,0,0,NA,0,0,0,0.007782309,1,,
East-Timor,Andorra,0,227,0,NA,0,0,0,1.185319,0,,
East-Timor,Angola,325,23750,1,NA,0,0,0,0.00150061,1,,
East-Timor,antigua-barbuda,0,50,0,NA,0,0,0,0.370021006,0,,
East-Timor,Argentina,100,4170,0,NA,0,0,0,0.012503927,0,,
East-Timor,Armenia,45600,0,1,NA,0,0,0,0.002016373,0,,
East-Timor,Australia,1440000,14900000,1,NA,0,1,0,0.731600267,0,,
East-Timor,Austria,1500,252900,0,NA,0,0,0,1.185319,0,,
East-Timor,Azerbaijan,0,0,1,NA,0,0,0,0.588730021,1,,
East-Timor,Bahamas,0,0,0,NA,0,0,0,1.00262134,0,,
East-Timor,Bahrain,0,0,1,NA,0,0,0,2.652515519,1,,
East-Timor,Bangladesh,924480,320840,1,NA,0,0,0,0.011823758,1,,
East-Timor,Barbados,0,0,0,NA,0,0,0,0.496566861,0,,
East-Timor,Belarus,0,0,0,NA,0,0,0,0.392049653,0,,
East-Timor,Belgium,396500,12080000,1,NA,0,0,0,1.185319,0,,
East-Timor,Belize,0,0,0,NA,0,0,0,0.497399949,1,,
East-Timor,Benin,0,0,0,NA,0,0,0,0.001808046,1,,
East-Timor,Bhutan,0,12,1,NA,0,0,0,0.013425012,0,,
East-Timor,Bolivia,0,0,0,NA,0,0,0,0.145409671,0,,
East-Timor,bosnia-herzegovina,626,0,0,NA,0,0,0,0.606387197,1,,
East-Timor,Botswana,0,0,0,NA,0,0,0,0.090334404,1,,
East-Timor,Brazil,6840,15160000,1,NA,0,0,0,0.184621162,1,,
East-Timor,Brunei,73650,156160,1,NA,0,0,0,0.744305398,1,,
East-Timor,Bulgaria,0,32300,0,NA,0,0,0,0.606205774,1,,
East-Timor,Burkina-Faso,0,0,0,NA,0,0,0,0.001808046,1,,
East-Timor,Burundi,4920,0,0,NA,0,0,0,0.000517734,1,,
East-Timor,Cape-Verde,505,353,0,NA,0,0,0,0.010755819,0,,
East-Timor,Cambodia,15510,4500,1,NA,0,0,0,0.000246505,0,,
East-Timor,Cameroon,721,0,0,NA,0,0,0,0.001808076,1,,
East-Timor,Canada,19490,542980,0,NA,0,0,0,0.764497025,0,,
East-Timor,central-african-republic,45960,0,0,NA,0,0,0,0.001808076,1,,
East-Timor,Chad,0,0,0,NA,0,0,0,0.001808076,1,,
East-Timor,Chile,0,28760,0,NA,0,0,0,35.99839038,0,,
East-Timor,China,2050000,88940000,1,NA,0,0,0,0.152292868,0,,
East-Timor,Colombia,2050,1090,0,NA,0,0,0,0.000274394,1,,
East-Timor,Comoros,0,0,0,NA,0,0,0,0.002407464,1,,
East-Timor,congo,443,205,0,NA,0,0,0,0.001808076,1,,
East-Timor,republic-congo,5400,0,0,NA,0,0,0,0.00050813,1,,
East-Timor,Costa-Rica,0,0,0,NA,0,0,0,0.001635651,0,,
East-Timor,Ivory-Coast,203640,0,0,NA,0,0,0,0.001808046,1,,
East-Timor,Croatia,1660,0,0,NA,0,0,0,0.156636708,0,,
East-Timor,Cuba,250,0,1,NA,0,0,0,0.03773586,0,,
East-Timor,Cyprus,1700000,31500,1,NA,0,0,0,1.185319,0,,
East-Timor,Czechia,0,0,0,NA,0,0,0,0.044838436,0,,
East-Timor,Denmark,11250,1240000,0,NA,0,0,0,0.159148274,1,,
East-Timor,Djibouti,33140,0,0,NA,0,0,0,0.005631798,1,,
East-Timor,Dominica,0,1170,0,NA,0,0,0,0.370021006,0,,
East-Timor,dominican-republic,0,58,0,NA,0,0,0,0.017167905,0,,
East-Timor,Ecuador,250,0,0,NA,0,0,0,1,0,,
East-Timor,Egypt,36290,114980,1,NA,0,0,0,0.06389575,1,,
East-Timor,El-Salvador,1400,0,0,NA,0,0,0,1,0,,
East-Timor,Equatorial-Guinea,0,0,0,NA,0,0,0,0.001808076,1,,
East-Timor,Eritrea,4200,0,0,NA,0,0,0,0.066668489,1,,
East-Timor,Estonia,0,0,0,NA,0,0,0,1.185319,0,,
East-Timor,Eswatini,0,0,0,NA,0,0,0,0.065178106,1,,
East-Timor,Ethiopia,4140,838,0,NA,0,0,0,0.026521338,1,,
East-Timor,Fiji,1890,792980,0,NA,0,0,0,0.479179881,1,,
East-Timor,Finland,300,14110,0,NA,0,0,0,1.185319,1,,
East-Timor,France,76,1790000,0,NA,0,0,0,1.185319,1,,
East-Timor,Gabon,0,1980,0,NA,0,0,0,0.001808076,1,,
East-Timor,Gambia,1900,0,0,NA,0,0,0,0.019323804,1,,
East-Timor,Georgia,0,1670,1,NA,0,0,0,0.302093929,1,,
East-Timor,Germany,3300000,2580000,0,NA,0,0,0,1.185319,1,,
East-Timor,Ghana,1250,881,0,NA,0,0,0,0.172267136,1,,
East-Timor,Greece,61,2440,0,NA,0,0,0,1.185319,0,,
East-Timor,Grenada,8000,19,0,NA,0,0,0,0.370021006,1,,
East-Timor,Guatemala,0,0,0,NA,0,0,0,0.128826573,1,,
East-Timor,Guinea,0,0,0,NA,0,0,0,0.00010228,1,,
East-Timor,Guinea-Bissau,0,1340,0,NA,0,0,0,0.001808046,1,,
East-Timor,Guyana,0,0,0,NA,0,0,0,0.004792267,1,,
East-Timor,Haiti,1250,0,0,NA,0,0,0,1,1,,
East-Timor,Honduras,2110,0,0,NA,0,0,0,0.040836703,1,,
East-Timor,Hungary,0,406,0,NA,0,0,0,0.003300547,0,,
East-Timor,Iceland,0,1990,0,NA,0,0,0,0.007349185,1,,
East-Timor,India,292710,4430000,1,NA,0,0,0,0.013425012,1,,
East-Timor,Indonesia,6140000,187490000,1,NA,0,0,0,7.12E-05,2,,
East-Timor,Iran,0,559860,1,NA,0,0,0,2.38E-05,1,,
East-Timor,Iraq,0,0,1,NA,0,0,0,0.000839829,1,,
East-Timor,Ireland,7000,76630,0,NA,0,0,0,1.185319,0,,
East-Timor,Israel,0,46430,1,NA,0,0,0,0.296872582,2,,
East-Timor,Italy,73580,469950,0,NA,0,0,0,1.185319,0,,
East-Timor,Jamaica,0,3970,0,NA,0,0,0,0.00684382,1,,
East-Timor,Japan,800720,11070000,1,NA,0,0,0,0.009568101,0,,
East-Timor,Jordan,4980,0,1,NA,0,0,0,1.410487874,2,,
East-Timor,Kazakhstan,0,0,1,NA,0,0,0,0.00233357,1,,
East-Timor,Kenya,194760,19250,0,NA,0,0,0,0.009153333,2,,
East-Timor,Kiribati,17260,0,0,NA,0,0,0,0.731600267,1,,
East-Timor,Kosovo,0,0,0,NA,0,0,0,1.185319,1,,
East-Timor,Kuwait,0,0,1,NA,0,0,0,3.268997832,1,,
East-Timor,Kyrgyzstan,0,271,1,NA,0,0,0,0.011792274,1,,
East-Timor,Laos,419,3570,1,NA,0,0,0,0.000108151,0,,
East-Timor,Latvia,0,0,0,NA,0,0,0,1.185319,1,,
East-Timor,Lebanon,475,0,1,NA,0,0,0,0.000662987,1,,
East-Timor,Lesotho,0,0,0,NA,0,0,0,0.065178891,1,,
East-Timor,Liberia,1820000,0,0,NA,0,0,0,0.00636942,2,,
East-Timor,Libya,998190,0,0,NA,0,0,0,0.735367489,1,,
East-Timor,Liechtenstein,0,0,0,NA,0,0,0,1.095686376,0,,
East-Timor,Lithuania,0,598,0,NA,0,0,0,1.185319,0,,
East-Timor,Luxembourg,64,20,0,NA,0,0,0,1.185319,0,,
East-Timor,Madagascar,0,0,0,NA,0,0,0,0.000253311,2,,
East-Timor,Malawi,0,0,0,NA,0,0,0,0.001322172,2,,
East-Timor,Malaysia,91440,15840000,1,NA,0,0,0,0.243634926,1,,
East-Timor,Maldives,300,0,1,NA,0,0,0,0.065144878,1,,
East-Timor,Mali,44380,0,0,NA,0,0,0,0.001808046,1,,
East-Timor,Malta,0,33,0,NA,0,0,0,1.185319,0,,
East-Timor,Marshall-Islands,0,0,0,NA,0,0,0,1,1,,
East-Timor,Mauritania,0,0,0,NA,0,0,0,0.002801117,1,,
East-Timor,Mauritius,0,0,0,NA,0,0,0,0.024968919,1,,
East-Timor,Mexico,0,38800,1,NA,0,0,0,0.04927397,0,,
East-Timor,Micronesia,0,0,0,NA,0,0,0,1,1,,
East-Timor,Moldova,0,0,0,NA,0,0,0,0.058629437,0,,
East-Timor,Monaco,0,0,0,NA,0,0,0,1.185319,0,,
East-Timor,Mongolia,0,48,1,NA,0,0,0,0.000352939,0,,
East-Timor,Montenegro,0,0,0,NA,0,0,0,1.185319,1,,
East-Timor,Morocco,11440,2490,0,NA,0,0,0,0.109581573,1,,
East-Timor,Mozambique,2840,9060,1,NA,0,0,0,0.013600816,1,,
East-Timor,Myanmar,7860,46060,1,NA,0,0,0,0.000773614,1,,
East-Timor,Namibia,0,0,0,NA,0,0,0,0.065178891,1,,
East-Timor,Nauru,0,0,0,NA,0,0,0,0.731600267,1,,
East-Timor,Nepal,1380,15870,1,NA,0,0,0,0.008418347,1,,
East-Timor,Netherlands,582,2520000,0,NA,0,0,0,1.185319,1,,
East-Timor,New-Zealand,241420,1630000,1,NA,0,0,0,0.689669438,0,,
East-Timor,Nicaragua,0,0,0,NA,0,0,0,0.0287709,1,,
East-Timor,Niger,18950,0,0,NA,0,0,0,0.001808046,1,,
East-Timor,Nigeria,2320,0,0,NA,0,0,0,0.002599089,2,,
East-Timor,North-Korea,0,3660,1,NA,0,0,0,0.001111041,0,,
East-Timor,macedonia,3000,0,0,NA,0,0,0,0.019248403,2,,
East-Timor,Norway,36510,18130,0,NA,0,0,0,0.110149184,2,,
East-Timor,Oman,0,0,1,NA,0,0,0,2.597395853,1,,
East-Timor,Pakistan,11350,772770,1,NA,0,0,0,0.006345594,1,,
East-Timor,Palau,0,0,0,NA,0,0,0,1,0,,
East-Timor,Palestine,0,0,1,NA,0,0,0,0.296872582,1,,
East-Timor,Panama,1820,0,0,NA,0,0,0,1,0,,
East-Timor,Papua-New-Guinea,2360,879,0,NA,0,0,0,0.281940829,0,,
East-Timor,Paraguay,0,12,0,NA,0,0,0,0.000142474,0,,
East-Timor,Peru,0,0,0,NA,0,0,0,0.275171791,0,,
East-Timor,Philippines,11450,1280000,1,NA,0,0,0,0.020718945,1,,
East-Timor,Poland,1700,4740,0,NA,0,0,0,0.264183387,0,,
East-Timor,Portugal,974170,8080000,1,NA,0,0,0,1.185319,0,,
East-Timor,Qatar,0,0,1,NA,0,0,0,0.276168613,1,,
East-Timor,Romania,1610,788,0,NA,0,0,0,0.243392092,0,,
East-Timor,Russia,50680,180020,1,NA,0,0,0,0.013104481,1,,
East-Timor,Rwanda,8000,54,0,NA,0,0,0,0.00101502,1,,
East-Timor,st-kitts-nevis,106020,0,0,NA,0,0,0,0.370021006,1,,
East-Timor,Saint-Lucia,0,0,0,NA,0,0,0,0.370021006,0,,
East-Timor,st-vincent-grenadines,0,0,0,NA,0,0,0,0.370021006,1,,
East-Timor,Samoa,20400,0,0,NA,0,0,0,0.388898732,1,,
East-Timor,San-Marino,0,0,0,NA,0,0,0,1.185319,0,,
East-Timor,sao-tome-principe,0,0,0,NA,0,0,0,4.75E-05,0,,
East-Timor,Saudi-Arabia,0,11490,1,NA,0,0,0,0.266625533,1,,
East-Timor,Senegal,0,2070,0,NA,0,0,0,0.001808046,1,,
East-Timor,Serbia,0,0,0,NA,0,0,0,0.010085703,1,,
East-Timor,Seychelles,0,0,0,NA,0,0,0,0.048661809,0,,
East-Timor,Sierra-Leone,9740,0,0,NA,0,0,0,0.0001001,2,,
East-Timor,Singapore,699330,77000000,1,NA,0,0,0,0.743643714,1,,
East-Timor,Slovakia,0,25,0,NA,0,0,0,1.185319,0,,
East-Timor,Slovenia,0,107880,0,NA,0,0,0,1.185319,1,,
East-Timor,Solomon-Islands,0,25360,0,NA,0,0,0,0.123436553,1,,
East-Timor,Somalia,0,0,0,NA,0,0,0,0.001715266,1,,
East-Timor,South-Africa,2000,464660,1,NA,0,0,0,0.065178891,1,,
East-Timor,South-Korea,479090,5970000,1,NA,0,0,0,0.00090389,0,,
East-Timor,South-Sudan,0,0,0,NA,0,0,0,0.018075023,1,,
East-Timor,Spain,62450,291690,1,NA,0,0,0,1.185319,1,,
East-Timor,Sri-Lanka,15690,430,1,NA,0,0,0,0.005416325,0,,
East-Timor,Sudan,2220000,0,0,NA,0,0,0,0.018075023,1,,
East-Timor,Suriname,0,0,0,NA,0,0,0,0.07065144,1,,
East-Timor,Sweden,2700,247890,0,NA,0,0,0,0.115942203,2,,
East-Timor,Switzerland,2020,1370000,0,NA,0,0,0,1.095686376,1,,
East-Timor,Syria,0,536,1,NA,0,0,0,0.001949624,1,,
East-Timor,Taiwan,0,0,1,NA,0,0,0,0.035056364,0,,
East-Timor,Tajikistan,3180,0,1,NA,0,0,0,0.088529203,1,,
East-Timor,Tanzania,0,54,0,NA,0,0,0,0.00043122,1,,
East-Timor,Thailand,3240,17680000,1,NA,0,0,0,0.033110949,1,,
East-Timor,Togo,0,0,0,NA,0,0,0,0.001808046,1,,
East-Timor,Tonga,7000,0,0,NA,0,0,0,0.434589674,1,,
East-Timor,Trinidad-Tobago,0,0,0,NA,0,0,0,0.147463557,2,,
East-Timor,Tunisia,0,0,0,NA,0,0,0,0.363306592,1,,
East-Timor,Turkey,60,101080,1,NA,0,0,0,0.129928472,1,,
East-Timor,Turkmenistan,0,0,1,NA,0,0,0,0.363306592,1,,
East-Timor,Tuvalu,0,0,0,NA,0,0,0,0.731600267,1,,
East-Timor,Uganda,298620,0,0,NA,0,0,0,0.000271338,1,,
East-Timor,Ukraine,5,13680,0,NA,0,0,0,0.035672724,0,,
East-Timor,United-Arab-Emirates,16000,936220,1,NA,0,0,0,0.272241921,1,,
East-Timor,United-Kingdom,2840,1090000,1,NA,0,0,0,1.321265309,1,,
East-Timor,United-States,5390000,7480000,0,NA,0,0,0,1,2,,
East-Timor,Uruguay,0,2,0,NA,0,0,0,0.023395083,1,,
East-Timor,Uzbekistan,0,0,1,NA,0,0,0,9.68E-05,1,,
East-Timor,Vanuatu,2020,5,0,NA,0,0,0,0.008929652,1,,
East-Timor,vatican-city-state,0,0,0,NA,0,0,0,1.185319,0,,
East-Timor,Venezuela,0,0,0,NA,0,0,0,0.100125161,0,,
East-Timor,Vietnam,437420,38900000,1,NA,0,0,0,4.32E-05,0,,
East-Timor,Yemen,0,0,1,NA,0,0,0,0.003994417,1,,
East-Timor,Zambia,5720,0,0,NA,0,0,0,0.047971538,1,,
East-Timor,Zimbabwe,9650,2,0,NA,0,0,0,0.003105592,1,,
Ecuador,Afghanistan,5550,43840,0,0,0,0,0,0.013029115,1,,
Ecuador,Albania,19000000,73640,0,0,0,0,0,0.009586165,1,,
Ecuador,Algeria,99170000,5440,0,0,0,0,0,0.007782309,1,,
Ecuador,Andorra,1240,52950,0,0,0,0,0,1.185319,0,,
Ecuador,Angola,134600,14910,0,0,0,0,0,0.00150061,1,,
Ecuador,antigua-barbuda,100430,86110,0,0,0,0,0,0.370021006,0,,
Ecuador,Argentina,190960000,290680000,1,1,1,0,0,0.012503927,0,,
Ecuador,Armenia,1870000,12530,0,0,0,0,0,0.002016373,0,,
Ecuador,Australia,13540000,12390000,1,0,0,0,0,0.731600267,0,,
Ecuador,Austria,385810,49990000,1,0,0,0,0,1.185319,0,,
Ecuador,Azerbaijan,5590000,725,0,0,0,0,0,0.588730021,1,,
Ecuador,Bahamas,1850000,116400000,0,0,0,0,0,1.00262134,0,,
Ecuador,Bahrain,2280000,4610000,0,0,0,0,0,2.652515519,1,,
Ecuador,Bangladesh,437120,16840000,0,0,0,0,0,0.011823758,1,,
Ecuador,Barbados,660170,139240,0,0,0,0,0,0.496566861,0,,
Ecuador,Belarus,3880000,8350000,0,0,0,0,0,0.392049653,0,,
Ecuador,Belgium,177120000,160220000,1,0,0,0,0,1.185319,0,,
Ecuador,Belize,162890,1310000,0,0,0,0,0,0.497399949,1,,
Ecuador,Benin,500,78830,0,0,0,0,0,0.001808046,1,,
Ecuador,Bhutan,3490,9,0,0,0,0,0,0.013425012,0,,
Ecuador,Bolivia,37190000,246810000,1,1,2,0,0,0.145409671,0,,
Ecuador,bosnia-herzegovina,235320,288820,0,0,0,0,0,0.606387197,1,,
Ecuador,Botswana,16410,88,0,0,0,0,0,0.090334404,1,,
Ecuador,Brazil,90670000,884900000,1,1,1,0,0,0.184621162,1,,
Ecuador,Brunei,3900,225,0,0,0,0,0,0.744305398,1,,
Ecuador,Bulgaria,18130000,3700000,0,0,0,0,0,0.606205774,1,,
Ecuador,Burkina-Faso,0,8800,0,0,0,0,0,0.001808046,1,,
Ecuador,Burundi,57740,54,0,0,0,0,0,0.000517734,1,,
Ecuador,Cape-Verde,87650,36460,0,0,0,0,0,0.010755819,0,,
Ecuador,Cambodia,26300,10430000,0,0,0,0,0,0.000246505,0,,
Ecuador,Cameroon,20220,2460,0,0,0,0,0,0.001808076,1,,
Ecuador,Canada,81550000,345990000,1,0,0,0,0,0.764497025,0,,
Ecuador,central-african-republic,990,80,0,0,0,0,0,0.001808076,1,,
Ecuador,Chad,2770,5030,0,0,0,0,0,0.001808076,1,,
Ecuador,Chile,1490000000,446330000,1,1,0,0,0,35.99839038,0,,
Ecuador,China,2900000000,3840000000,1,0,0,0,0,0.152292868,0,,
Ecuador,Colombia,854970000,1600000000,1,1,2,1,0,0.000274394,1,,
Ecuador,Comoros,11170,288,0,0,0,0,0,0.002407464,1,,
Ecuador,congo,79300,45080,0,0,0,0,0,0.001808076,1,,
Ecuador,republic-congo,82580,23780,0,0,0,0,0,0.00050813,1,,
Ecuador,Costa-Rica,0,0,1,0,0,0,0,0.001635651,0,,
Ecuador,Ivory-Coast,3050000,362880,0,0,0,0,0,0.001808046,1,,
